EQUIPMENT_CODE;EQUIDESCR;STATUS;VALID_FROM;VALID_TO;CATEGORY;LAST_MODIFICATIONTIMESTAMP;OBJECT_TYPE;MAIN_PLANT;LOCATION;ROOM;PLANTSECTION;ABC_INDICATOR;SORT_FIELD;FUNCT_LOC;
F10004450;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004451;Kreiselppe. (Magnetkupplung);I0100;Tue Dec 11 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004452;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004453;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004454;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004455;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004456;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004457;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004458;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004459;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\KOMB-265E;APP-M-A-000-POOL;
F10004460;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004461;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004462;Kreiselppe. (Magnetkupplung);I0100;Thu Feb 07 00:00:00 CET 2008;Mon Jan 11 00:00:00 CET 2010;M;Mon Jan 11 00:00:00 CET 2010;W;0894;C502S;+00,40 M;;B;DOK-P:01\;HOE-M-A-005-P02;
F10004462;Kreiselppe. (Magnetkupplung);I0100;Mon Jan 11 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Mon Jan 11 00:00:00 CET 2010;W;0894;C410;+00,40 M;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004463;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Mon Oct 29 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004464;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004465;Kreiselppe. (Magnetkupplung);I0100;Fri Jan 25 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004466;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004467;Kreiselppe. (Magnetkupplung);I0100;Tue Jan 22 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004468;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Fri Sep 05 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\KOMB-267;APP-M-A-000-POOL;
F10004469;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004470;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004471;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004472;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\;HOE-M-A-040-P01;
F10004473;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Fri Feb 22 00:00:00 CET 2008;Mon Jan 11 00:00:00 CET 2010;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;EG;;B;DOK-P:01\KOMB-159;APP-M-A-000-POOL;
F10004473;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Mon Jan 11 00:00:00 CET 2010;Wed Jan 13 00:00:00 CET 2010;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C509;EG;;B;DOK-P:01\KOMB-159;HOE-M-A-036-P24;
F10004473;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Wed Jan 13 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;EG;;B;DOK-P:01\KOMB-159;APP-M-A-000-POOL;
F10004474;Kreiselppe. (Magnetkupplung);I0100;Sat Oct 13 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+05,22 M;;B;DOK-P:01\;HOE-M-A-031-P02;
F10004475;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004476;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004477;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004478;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004479;Kreiselppe. (Magnetkupplung);I0100;Thu May 07 00:00:00 CEST 2009;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004480;Kreiselppe. (Magnetkupplung);I0100;Tue Dec 11 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004481;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Fri Apr 18 00:00:00 CEST 2008;Thu Apr 14 00:00:00 CEST 2011;M;Thu Apr 14 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\KOMB-334;HOE-M-A-038-P02;
F10004481;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Thu Apr 14 00:00:00 CEST 2011;Fri Dec 31 00:00:00 CET 9999;M;Thu Apr 14 00:00:00 CEST 2011;W;0894;C410;+00,00 M;;B;DOK-P:01\KOMB-334;APP-M-A-000-POOL;
F10004482;Kreiselppe. (Faltenbalg);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004483;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004484;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Mon Jan 11 00:00:00 CET 2010;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\KOMB-263;APP-M;
F10004484;Kreiselppe. (Magnetkupplung);I0100;Mon Jan 11 00:00:00 CET 2010;Tue Jan 12 00:00:00 CET 2010;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C502S;+00,40 M;;B;DOK-P:01\KOMB-263;HOE-M-A-005-P02;
F10004484;Kreiselppe. (Magnetkupplung);I0100;Tue Jan 12 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\KOMB-263;APP-M-A-000-POOL;
F10004485;Kreiselppe. (Faltenbalg);I0100;Wed Oct 10 00:00:00 CEST 2007;Mon Jan 11 00:00:00 CET 2010;M;Thu Feb 25 00:00:00 CET 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004485;Kreiselppe. (Faltenbalg);I0100;Mon Jan 11 00:00:00 CET 2010;Thu Feb 25 00:00:00 CET 2010;M;Thu Feb 25 00:00:00 CET 2010;W;0894;C432;+00,00 M;;B;DOK-P:01\;HOE-M-A-055-P03;
F10004485;Kreiselppe. (Faltenbalg);I0100;Thu Feb 25 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Thu Feb 25 00:00:00 CET 2010;W;0894;C533;;;B;DOK-P:01\;APP-M-A-000-LAGERNDE;
F10004486;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004487;Kreiselppe. (Gleitring);I0100;Wed Feb 06 00:00:00 CET 2008;Tue Jan 25 00:00:00 CET 2011;M;Tue Jan 25 00:00:00 CET 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\KOMB-218;HOE-M-A-003-P02;
F10004487;Kreiselppe. (Gleitring);I0100;Tue Jan 25 00:00:00 CET 2011;Fri Dec 31 00:00:00 CET 9999;M;Tue Jan 25 00:00:00 CET 2011;W;0894;C410;+00,00 M;;B;DOK-P:01\KOMB-218;APP-M-A-000-POOL;
F10004488;Kreiselppe. (Gleitring);I0100;Tue Nov 13 00:00:00 CET 2007;Thu Apr 29 00:00:00 CEST 2010;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C509;+00,00 M;;B;DOK-P:01\KOMB-219E;HOE-M-A-003-P03;
F10004488;Kreiselppe. (Gleitring);I0100;Thu Apr 29 00:00:00 CEST 2010;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;+00,00 M;;B;DOK-P:01\KOMB-219E;APP-M-A-000-POOL;
F10004489;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M;
F10004490;Kreiselppe. (Magnetkupplung);I0100;Thu Apr 03 00:00:00 CEST 2008;Wed Jun 23 00:00:00 CEST 2010;M;Mon Oct 18 00:00:00 CEST 2010;W;0894;C509;+00,00 M;;B;DOK-P:01\KOMB-216E;HOE-M-A-031-P06;
F10004490;Kreiselppe. (Magnetkupplung);I0100;Wed Jun 23 00:00:00 CEST 2010;Fri Dec 31 00:00:00 CET 9999;M;Mon Oct 18 00:00:00 CEST 2010;W;0894;C410;+00,00 M;;B;DOK-P:01\KOMB-216E;APP-M-A-000-POOL;
F10004491;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\;HOE-M-A-003-P01;
F10004492;Kreiselppe. (Gleitring);I0100;Wed Feb 06 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004493;Kreiselppe. (Gleitring);I0100;Tue Nov 13 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004494;Kreiselppe. (Gleitring);I0100;Thu Jun 25 00:00:00 CEST 2009;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004495;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+00,00 M;;B;DOK-P:01\;HOE-M-A-004-P02;
F10004496;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Jan 07 00:00:00 CET 2011;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+00,00 M;;B;DOK-P:01\;HOE-M-A-004-P05;
F10004496;Kreiselppe. (Gleitring);I0100;Fri Jan 07 00:00:00 CET 2011;Tue Mar 22 00:00:00 CET 2011;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C410;+00,00 M;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004496;Kreiselppe. (Gleitring);I0100;Tue Mar 22 00:00:00 CET 2011;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+00,00 M;;B;DOK-P:01\;HOE-M-A-004-P07;
F10004497;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Wed Dec 15 00:00:00 CET 2010;M;Wed Dec 15 00:00:00 CET 2010;W;0894;C507;+00,00 M;;B;DOK-P:01\;HOE-M-A-004-P06;
F10004497;Kreiselppe. (Gleitring);I0100;Wed Dec 15 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Wed Dec 15 00:00:00 CET 2010;W;0894;C410;+00,00 M;;B;DOK-P:01\;APP-M-A-000-LAGERNDE;
F10004498;Kreiselppe. (Gleitring);I0100;Mon Oct 29 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004499;Kreiselppe. (Gleitring);I0100;Wed Jun 11 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;EG;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004500;Kreiselppe. (Magnetkupplung) SCHROTT;I0100;Fri Dec 28 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004501;Kreiselppe. (Magnetkupplung);I0100;Thu Dec 06 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\KOMB-271E;APP-M-A-000-POOL;
F10004502;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Mon Mar 08 00:00:00 CET 2010;M;Mon Mar 08 00:00:00 CET 2010;W;0894;C507;+00,00 M;;B;DOK-P:01\;HOE-M-A-011-P01;
F10004502;Kreiselppe. (Gleitring);I0100;Mon Mar 08 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Mon Mar 08 00:00:00 CET 2010;W;0894;C410;+00,00 M;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004503;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Jan 21 00:00:00 CET 2011;M;Fri Jan 21 00:00:00 CET 2011;W;0894;C507;+00,00 M;;B;DOK-P:01\;HOE-M-A-011-P02;
F10004503;Kreiselppe. (Gleitring);I0100;Fri Jan 21 00:00:00 CET 2011;Fri Dec 31 00:00:00 CET 9999;M;Fri Jan 21 00:00:00 CET 2011;W;0894;C410;+00,00 M;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004504;Kreiselppe. (Gleitring) SCHROTT;I0100;Tue Mar 11 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004505;Kreiselppe. (Gleitring);I0100;Mon Mar 10 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004506;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Wed Jan 13 00:00:00 CET 2010;M;Wed Mar 03 00:00:00 CET 2010;W;0894;C502N;+00,00 M;;B;DOK-P:01\;HOE-M-A-013-P01;
F10004506;Kreiselppe. (Gleitring);I0100;Wed Jan 13 00:00:00 CET 2010;Wed Mar 03 00:00:00 CET 2010;M;Wed Mar 03 00:00:00 CET 2010;W;0894;C410;+00,00 M;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004506;Kreiselppe. (Gleitring);I0100;Wed Mar 03 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Wed Mar 03 00:00:00 CET 2010;W;0894;C410;+00,00 M;;B;DOK-P:01\;APP-M-A-000-VERSCHROTTETE;
F10004507;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C502N;+00,00 M;;B;DOK-P:01\;HOE-M-A-013-P02;
F10004508;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\;HOE-M-A-014-P15;
F10004509;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;B578;+00,00 M;;B;DOK-P:01\;HOE-M-A-020-P01;
F10004510;Kreiselppe. (Gleitring);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C516;+00,00 M;;B;DOK-P:01\;HOE-M-A-020-P03;
F10004511;Kreiselppe. (Magnetkupplung);I0100;Mon Dec 10 00:00:00 CET 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\KOMB-232E;APP-M-A-000-POOL;
F10004512;Kreiselppe. (Gleitring) SCHROTT;I0100;Mon Feb 25 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-VERSCHROTTETE;
F10004514;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Thu Sep 16 00:00:00 CEST 2010;M;Thu Sep 16 00:00:00 CEST 2010;W;0894;C509;+10,22 M;;B;DOK-P:01\;HOE-M-A-026-P02;
F10004514;Kreiselppe. (Magnetkupplung);I0100;Thu Sep 16 00:00:00 CEST 2010;Fri Dec 31 00:00:00 CET 9999;M;Thu Sep 16 00:00:00 CEST 2010;W;0894;C410;+10,22 M;;B;DOK-P:01\;APP-M-A-000-LAGERNDE;
F10004515;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+10,22 M;;B;DOK-P:01\KOMB-154;HOE-M-A-026-P06;
F10004516;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Mon Jul 20 00:00:00 CEST 2009;Thu Sep 16 00:00:00 CEST 2010;M;Thu Sep 16 00:00:00 CEST 2010;W;0894;C533;+00,00 M;;B;DOK-P:01\KOMB-201;HOE-M-A-082-P04;
F10004516;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Thu Sep 16 00:00:00 CEST 2010;Fri Dec 31 00:00:00 CET 9999;M;Thu Sep 16 00:00:00 CEST 2010;W;0894;C410;+00,00 M;;B;DOK-P:01\KOMB-201;APP-M-A-000-POOL;
F10004517;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Tue Dec 14 00:00:00 CET 2010;M;Tue Dec 14 00:00:00 CET 2010;W;0894;C507;+05,22 M;;B;DOK-P:01\;HOE-M-A-031-P01;
F10004517;Kreiselppe. (Magnetkupplung);I0100;Tue Dec 14 00:00:00 CET 2010;Tue Dec 14 00:00:00 CET 2010;M;Tue Dec 14 00:00:00 CET 2010;W;0894;C410;+05,22 M;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004517;Kreiselppe. (Magnetkupplung);I0100;Tue Dec 14 00:00:00 CET 2010;Fri Dec 31 00:00:00 CET 9999;M;Tue Dec 14 00:00:00 CET 2010;W;0894;C410;+05,22 M;;B;DOK-P:01\;APP-M-A-000-LAGERNDE;
F10004518;Kreiselppe. (Magnetkupplung);I0100;Sat Oct 13 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004519;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+05,22 M;;B;DOK-P:01\;HOE-M-A-031-P03;
F10004520;Kreiselppe. (Magnetkupplung) SCHROTT;I0100;Thu Apr 24 00:00:00 CEST 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-VERSCHROTTETE;
F10004521;Kreiselppe. (Magnetkupplung);I0100;Tue Dec 18 00:00:00 CET 2007;Thu Apr 07 00:00:00 CEST 2011;M;Thu Apr 14 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\;HOE-M-A-033-P05;
F10004521;Kreiselppe. (Magnetkupplung);I0100;Thu Apr 07 00:00:00 CEST 2011;Thu Apr 14 00:00:00 CEST 2011;M;Thu Apr 14 00:00:00 CEST 2011;W;0894;C410;+00,00 M;;B;DOK-P:01\;APP-M-A-000-LAGERNDE;
F10004521;Kreiselppe. (Magnetkupplung);I0100;Thu Apr 14 00:00:00 CEST 2011;Fri Dec 31 00:00:00 CET 9999;M;Thu Apr 14 00:00:00 CEST 2011;W;0894;C533;;;B;DOK-P:01\;APP-M-A-000-LAGERNDE;
F10004522;Kreiselppe. (Magnetkupplung);I0100;Thu Feb 14 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\;HOE-M-A-032-P06;
F10004523;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C509;+00,00 M;;B;DOK-P:01\;HOE-M-A-031-P09;
F10004524;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004525;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+05,22 M;;B;DOK-P:01\;HOE-M-A-032-P01;
F10004526;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C507;+05,22 M;;B;DOK-P:01\;HOE-M-A-032-P02;
F10004527;Kreiselppe. (Magnetkupplung);I0100;Wed Oct 10 00:00:00 CEST 2007;Fri Dec 31 00:00:00 CET 9999;M;Wed Jul 14 00:00:00 CEST 2010;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004528;Kreiselppe. (Magnetkupplung);I0100;Wed Feb 13 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004529;Kreiselppe. (Magnetkupplung);I0100;Fri Jan 18 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
F10004530;Kreiselppe. (Magnetkupplung);I0100;Tue Aug 25 00:00:00 CEST 2009;Fri Dec 31 00:00:00 CET 9999;M;Thu Mar 31 00:00:00 CEST 2011;W;0894;C505;EG-NOT;;B;DOK-P:01\;HOE-M-A-084-P06;
F10004531;Kreiselppe. (Magnetkuppl.) Blockbauweise;I0100;Wed Jan 16 00:00:00 CET 2008;Fri Dec 31 00:00:00 CET 9999;M;Mon Dec 21 00:00:00 CET 2009;W;0894;C410;;;B;DOK-P:01\;APP-M-A-000-POOL;
